Time,S(t),I_h(t),R_h(t),S_v(t),I_v(t)
13.06306306,2.3403037,172.11687,159.50504,65.7115,85.45807
13.09309309,2.3402803,172.11786,159.91429,65.71115,85.45891
13.12312312,2.3402572,172.11884,160.32353,65.71081,85.45973
13.15315315,2.3402348,172.1198,160.73277,65.710464,85.46054
13.18318318,2.3402128,172.12074,161.142,65.71013,85.461334
13.21321321,2.3401911,172.12167,161.55122,65.7098,85.46211
13.24324324,2.34017,172.12259,161.96043,65.70948,85.462875
13.27327327,2.3401492,172.12349,162.36964,65.70916,85.46362
13.3033033,2.3401287,172.12436,162.77884,65.70885,85.46436
13.33333333,2.3401084,172.12521,163.18803,65.70854,85.46509
13.36336336,2.3400888,172.12605,163.59721,65.708244,85.4658
13.39339339,2.3400695,172.12689,164.0064,65.70795,85.46649
13.42342342,2.3400505,172.12772,164.41556,65.70766,85.46718
13.45345345,2.3400319,172.12852,164.8247,65.707375,85.46785
13.48348348,2.3400135,172.12932,165.23386,65.70709,85.468506
13.51351351,2.3399956,172.1301,165.64299,65.70682,85.469154
13.54354354,2.339978,172.13086,166.05212,65.70655,85.46979
13.57357357,2.3399606,172.1316,166.46124,65.70628,85.470406
13.6036036,2.3399436,172.13234,166.87036,65.706024,85.471016
13.63363363,2.339927,172.13306,167.27946,65.705765,85.47161
13.66366366,2.3399107,172.13376,167.68857,65.70551,85.4722
13.69369369,2.3398948,172.13446,168.09766,65.70527,85.47277
13.72372372,2.3398793,172.13515,168.50674,65.705025,85.473335
13.75375375,2.3398638,172.13582,168.91582,65.70479,85.47389
13.78378378,2.3398488,172.13647,169.32489,65.70455,85.474434
13.81381381,2.339834,172.13712,169.73395,65.70432,85.47497
13.84384384,2.3398194,172.13776,170.143,65.704094,85.475494
13.87387387,2.3398051,172.13838,170.55205,65.70387,85.476006
13.9039039,2.3397913,172.13899,170.96107,65.70365,85.47651
13.93393393,2.3397775,172.13959,171.3701,65.70344,85.477005
13.96396396,2.3397639,172.14018,171.77911,65.703224,85.47749
13.99399399,2.3397505,172.14076,172.18813,65.70302,85.47797
14.02402402,2.3397377,172.14133,172.59712,65.70281,85.47843
14.05405405,2.339725,172.14189,173.00612,65.702614,85.47889
14.08408408,2.3397124,172.14244,173.4151,65.702415,85.47934
14.11411411,2.3397002,172.14297,173.82408,65.702225,85.47978
14.14414414,2.339688,172.14351,174.23305,65.702034,85.48022
14.17417417,2.3396764,172.14403,174.64201,65.70185,85.480644
14.2042042,2.3396647,172.14455,175.05096,65.70167,85.481064
14.23423423,2.3396533,172.14505,175.4599,65.70149,85.481476
14.26426426,2.339642,172.14554,175.86884,65.70132,85.48188
14.29429429,2.339631,172.14603,176.27776,65.70114,85.48228
14.32432432,2.3396204,172.1465,176.68668,65.70097,85.482666
14.35435435,2.3396096,172.14697,177.09558,65.700806,85.48305
14.38438438,2.3395991,172.14743,177.50449,65.700645,85.48342
14.41441441,2.3395889,172.14789,177.91338,65.700485,85.48379
14.44444444,2.3395789,172.14833,178.32225,65.700325,85.484146
14.47447447,2.3395693,172.14877,178.73112,65.70017,85.4845
14.5045045,2.3395596,172.1492,179.13998,65.70002,85.48484
14.53453453,2.3395503,172.14963,179.54884,65.69987,85.485176
14.56456456,2.339541,172.15004,179.95769,65.69972,85.485504
14.59459459,2.3395321,172.15045,180.36653,65.69958,85.48583
14.62462462,2.3395233,172.15085,180.77536,65.69943,85.48615
14.65465465,2.3395145,172.15125,181.18417,65.699295,85.486465
14.68468468,2.339506,172.15163,181.59299,65.69916,85.48677
14.71471471,2.3394976,172.15201,182.00179,65.69902,85.48707
14.74474474,2.3394895,172.15237,182.41058,65.69889,85.487366
14.77477477,2.3394816,172.15274,182.81937,65.69876,85.487656
14.8048048,2.3394735,172.1531,183.22813,65.69863,85.48794
14.83483483,2.3394659,172.15346,183.6369,65.69851,85.48822
14.86486486,2.3394582,172.15381,184.04565,65.69839,85.488495
14.89489489,2.3394506,172.15414,184.4544,65.698265,85.48876
14.92492492,2.3394432,172.15448,184.86314,65.69815,85.48903
14.95495495,2.339436,172.15482,185.27187,65.69804,85.48929
14.98498498,2.3394291,172.15514,185.68059,65.69792,85.48954
15.01501502,2.3394222,172.15546,186.0893,65.69781,85.48979
15.04504505,2.3394153,172.15576,186.498,65.6977,85.490036
15.07507508,2.3394086,172.15607,186.9067,65.69759,85.49027
15.10510511,2.339402,172.15637,187.31538,65.69749,85.49051
15.13513514,2.3393958,172.15666,187.72406,65.69738,85.49074
15.16516517,2.3393896,172.15695,188.13272,65.69728,85.49097
15.1951952,2.3393831,172.15724,188.54138,65.69718,85.49119
15.22522523,2.3393772,172.15752,188.95003,65.69708,85.49141
15.25525526,2.3393712,172.15779,189.35867,65.69698,85.49162
15.28528529,2.3393652,172.15807,189.7673,65.696884,85.49184
15.31531532,2.3393595,172.15833,190.17592,65.69679,85.49204
15.34534535,2.339354,172.15858,190.58453,65.6967,85.49225
15.37537538,2.3393486,172.15884,190.99313,65.69661,85.49245
15.40540541,2.339343,172.15909,191.40173,65.69652,85.492645
15.43543544,2.3393376,172.15933,191.81032,65.696434,85.492836
15.46546547,2.3393323,172.15958,192.21889,65.69635,85.49303
15.4954955,2.3393273,172.15982,192.62746,65.696266,85.49321
15.52552553,2.3393223,172.16005,193.03601,65.69618,85.49339
15.55555556,2.3393173,172.16028,193.44456,65.6961,85.49357
15.58558559,2.3393126,172.1605,193.8531,65.69602,85.493744
15.61561562,2.3393078,172.16074,194.26163,65.695946,85.49391
15.64564565,2.339303,172.16095,194.67015,65.69587,85.49408
15.67567568,2.3392985,172.16116,195.07866,65.69579,85.49425
15.70570571,2.339294,172.16138,195.48715,65.69572,85.49441
15.73573574,2.3392897,172.16159,195.89565,65.69564,85.49457
15.76576577,2.3392854,172.16179,196.30412,65.69557,85.49472
15.7957958,2.339281,172.16199,196.7126,65.6955,85.49487
15.82582583,2.3392768,172.16219,197.12106,65.695435,85.495026
15.85585586,2.3392727,172.16238,197.52951,65.695366,85.49517
15.88588589,2.3392687,172.16257,197.93796,65.6953,85.495316
15.91591592,2.3392649,172.16275,198.34639,65.69523,85.49546
15.94594595,2.3392608,172.16293,198.75482,65.69516,85.4956
15.97597598,2.339257,172.16312,199.16324,65.6951,85.495735
16.00600601,2.3392534,172.1633,199.57164,65.69504,85.495865
16.03603604,2.3392498,172.16347,199.98004,65.69498,85.495995
16.06606607,2.3392463,172.16364,200.38843,65.694916,85.496124
16.0960961,2.339243,172.1638,200.79681,65.694855,85.496254
16.12612613,2.3392394,172.16397,201.20518,65.69479,85.496376
16.15615616,2.339236,172.16414,201.61354,65.69474,85.4965
16.18618619,2.3392327,172.16429,202.0219,65.69469,85.49662
16.21621622,2.3392293,172.16444,202.43024,65.69463,85.496735
16.24624625,2.3392262,172.1646,202.83856,65.69458,85.49685
16.27627628,2.3392231,172.16475,203.24689,65.69453,85.49696
16.30630631,2.3392198,172.1649,203.6552,65.69447,85.49707
16.33633634,2.339217,172.16504,204.0635,65.69442,85.49718
16.36636637,2.339214,172.16518,204.4718,65.69437,85.497284
16.3963964,2.3392112,172.16531,204.88008,65.69432,85.49739
16.42642643,2.3392084,172.16545,205.28836,65.694275,85.49749
16.45645646,2.3392055,172.16559,205.69662,65.69423,85.49759
16.48648649,2.339203,172.16573,206.10487,65.69418,85.49769
16.51651652,2.3392003,172.16586,206.51312,65.69414,85.49779
16.54654655,2.3391974,172.16599,206.92136,65.69409,85.49788
16.57657658,2.339195,172.1661,207.32959,65.694046,85.49797
16.60660661,2.3391924,172.16623,207.73781,65.694,85.49806
16.63663664,2.33919,172.16635,208.14601,65.693954,85.49815
16.66666667,2.3391874,172.16647,208.55421,65.69391,85.498245
16.6966967,2.339185,172.1666,208.9624,65.69387,85.49833
16.72672673,2.3391826,172.1667,209.37057,65.69383,85.49841
16.75675676,2.3391805,172.16681,209.77875,65.693794,85.4985
16.78678679,2.339178,172.16692,210.1869,65.693756,85.49858
16.81681682,2.339176,172.16702,210.59506,65.69372,85.49866
16.84684685,2.3391738,172.16713,211.0032,65.69368,85.49873
16.87687688,2.3391716,172.16724,211.41133,65.69364,85.49881
16.90690691,2.3391695,172.16734,211.81946,65.6936,85.498886
16.93693694,2.3391676,172.16745,212.22757,65.693565,85.49896
16.96696697,2.3391654,172.16756,212.63567,65.69353,85.49904
16.996997,2.3391633,172.16765,213.04376,65.69349,85.49911
17.02702703,2.3391614,172.16774,213.45184,65.69346,85.499176
17.05705706,2.3391595,172.16783,213.85992,65.69343,85.499245
17.08708709,2.3391578,172.16792,214.26799,65.6934,85.49931
17.11711712,2.339156,172.16801,214.67604,65.69337,85.49938
17.14714715,2.339154,172.1681,215.08409,65.69334,85.49945
17.17717718,2.339152,172.1682,215.49213,65.693306,85.49951
17.20720721,2.3391504,172.16829,215.90015,65.693275,85.49957
17.23723724,2.3391488,172.16838,216.30817,65.693245,85.49963
17.26726727,2.339147,172.16846,216.71617,65.693214,85.499695
17.2972973,2.3391454,172.16853,217.12418,65.693184,85.499756
17.32732733,2.3391438,172.16861,217.53217,65.69315,85.49982
17.35735736,2.339142,172.16869,217.94014,65.69312,85.49987
17.38738739,2.3391407,172.16876,218.34811,65.69309,85.49992
17.41741742,2.3391392,172.16884,218.75607,65.69306,85.49998
17.44744745,2.3391378,172.16891,219.16402,65.69304,85.50003
17.47747748,2.3391364,172.16899,219.57196,65.693016,85.500084
17.50750751,2.339135,172.16907,219.97989,65.69299,85.50014
17.53753754,2.3391335,172.16914,220.38782,65.69297,85.50019
17.56756757,2.3391318,172.16922,220.79573,65.69295,85.500244
17.5975976,2.3391306,172.16928,221.20363,65.692924,85.50029
17.62762763,2.3391292,172.16934,221.61153,65.6929,85.500336
17.65765766,2.339128,172.1694,222.01941,65.69288,85.50038
17.68768769,2.3391268,172.16946,222.42728,65.692856,85.50043
17.71771772,2.3391256,172.16953,222.83514,65.69283,85.50047
17.74774775,2.3391242,172.16959,223.243,65.69281,85.50052
17.77777778,2.339123,172.16965,223.65083,65.69279,85.500565
17.80780781,2.3391218,172.16971,224.05867,65.692764,85.50061
17.83783784,2.3391206,172.16977,224.46649,65.69274,85.500656
17.86786787,2.3391194,172.16983,224.87431,65.69272,85.500694
17.8978979,2.3391182,172.16989,225.28212,65.692696,85.50073
17.92792793,2.339117,172.16995,225.68991,65.69267,85.50077
17.95795796,2.339116,172.17001,226.0977,65.69265,85.50081
17.98798799,2.3391151,172.17007,226.50548,65.69263,85.50085
18.01801802,2.3391142,172.17012,226.91324,65.69261,85.500885
18.04804805,2.339113,172.17017,227.321,65.6926,85.50092
18.07807808,2.339112,172.17021,227.72874,65.69258,85.50096
18.10810811,2.3391109,172.17026,228.13649,65.692566,85.501
18.13813814,2.33911,172.1703,228.54422,65.69255,85.50104
18.16816817,2.339109,172.17035,228.95193,65.692535,85.50107
18.1981982,2.339108,172.1704,229.35965,65.69252,85.5011
18.22822823,2.3391073,172.17044,229.76735,65.692505,85.50113
18.25825826,2.3391063,172.17049,230.17503,65.69249,85.50116
18.28828829,2.3391056,172.17053,230.58272,65.692474,85.50119
18.31831832,2.3391047,172.17058,230.99039,65.69246,85.50122
18.34834835,2.339104,172.17062,231.39804,65.692444,85.50125
18.37837838,2.339103,172.17067,231.8057,65.69243,85.50128
18.40840841,2.3391023,172.17072,232.21333,65.69241,85.50131
18.43843844,2.3391013,172.17076,232.62097,65.6924,85.50134
18.46846847,2.3391006,172.1708,233.0286,65.69238,85.50137
18.4984985,2.3390996,172.17085,233.4362,65.69237,85.5014
18.52852853,2.339099,172.1709,233.84381,65.69235,85.501434
18.55855856,2.339098,172.17094,234.2514,65.69234,85.501465
18.58858859,2.3390973,172.17097,234.65898,65.69232,85.50149
18.61861862,2.3390965,172.171,235.06656,65.69231,85.50151
18.64864865,2.3390958,172.17104,235.47412,65.69229,85.50153
18.67867868,2.3390954,172.17107,235.88167,65.692276,85.50156
18.70870871,2.3390946,172.1711,236.28922,65.69226,85.50158
18.73873874,2.339094,172.17113,236.69675,65.692245,85.5016
18.76876877,2.3390934,172.17116,237.10428,65.69223,85.501625
18.7987988,2.339093,172.17119,237.5118,65.69222,85.50165
18.82882883,2.3390923,172.17122,237.9193,65.692215,85.50167
18.85885886,2.3390915,172.17125,238.3268,65.69221,85.50169
18.88888889,2.339091,172.17128,238.73428,65.6922,85.50172
18.91891892,2.3390903,172.17131,239.14175,65.69219,85.50174
18.94894895,2.3390896,172.17134,239.54922,65.692184,85.50176
18.97897898,2.3390892,172.17137,239.95668,65.69218,85.501785
19.00900901,2.3390884,172.1714,240.36412,65.69217,85.50181
19.03903904,2.339088,172.17143,240.77156,65.69216,85.50183
19.06906907,2.3390872,172.17146,241.17899,65.692154,85.501854
19.0990991,2.3390865,172.1715,241.58641,65.69215,85.50187
19.12912913,2.3390863,172.17152,241.99382,65.69214,85.501884
19.15915916,2.3390858,172.17155,242.40121,65.69213,85.5019
19.18918919,2.3390853,172.17159,242.80861,65.69212,85.501915
19.21921922,2.3390849,172.17162,243.21599,65.692116,85.50193
19.24924925,2.3390846,172.17165,243.62335,65.69211,85.501945
19.27927928,2.3390841,172.17168,244.03072,65.6921,85.50196
19.30930931,2.3390837,172.1717,244.43806,65.69209,85.501976
19.33933934,2.3390832,172.17174,244.8454,65.692085,85.50199
19.36936937,2.339083,172.17177,245.25273,65.69208,85.50201
19.3993994,2.3390825,172.1718,245.66005,65.69207,85.50202
19.42942943,2.339082,172.17181,246.06737,65.69206,85.50204
19.45945946,2.3390815,172.17183,246.47467,65.692055,85.50205
19.48948949,2.3390813,172.17184,246.88196,65.69205,85.50207
19.51951952,2.3390808,172.17186,247.28925,65.69204,85.50208
19.54954955,2.3390803,172.17188,247.69652,65.69203,85.5021
19.57957958,2.3390799,172.17189,248.10378,65.692024,85.50211
19.60960961,2.3390796,172.1719,248.51103,65.69202,85.50213
19.63963964,2.3390791,172.17192,248.91827,65.69201,85.502144
19.66966967,2.3390787,172.17194,249.3255,65.692,85.50216
19.6996997,2.3390782,172.17195,249.73273,65.69199,85.502174
19.72972973,2.339078,172.17197,250.13994,65.691986,85.50219
19.75975976,2.3390775,172.17198,250.54715,65.69198,85.502205
19.78978979,2.339077,172.172,250.95435,65.69197,85.50222
19.81981982,2.3390765,172.17201,251.36153,65.69196,85.502235
19.84984985,2.3390763,172.17203,251.7687,65.691956,85.50225
19.87987988,2.3390758,172.17204,252.17587,65.69195,85.502266
19.90990991,2.3390753,172.17206,252.58302,65.69194,85.50228
19.93993994,2.339075,172.17207,252.99017,65.69193,85.50229
19.96996997,2.3390746,172.17209,253.39731,65.691925,85.5023
20,2.3390744,172.1721,253.80443,65.69192,85.502304
20.03003003,2.3390741,172.17212,254.21155,65.69191,85.50231
20.06006006,2.3390741,172.17213,254.61865,65.6919,85.50232
20.09009009,2.339074,172.17215,255.02576,65.691895,85.50233
20.12012012,2.3390737,172.17216,255.43285,65.69189,85.502335
20.15015015,2.3390734,172.17218,255.83992,65.69188,85.50234
20.18018018,2.3390732,172.1722,256.24698,65.69187,85.50235
20.21021021,2.339073,172.17221,256.65402,65.691864,85.50236
20.24024024,2.3390727,172.17223,257.06107,65.69186,85.502365
20.27027027,2.3390725,172.17224,257.4681,65.69185,85.50237
20.3003003,2.3390725,172.17226,257.87515,65.69184,85.50238
20.33033033,2.3390722,172.17227,258.28217,65.69183,85.50239
20.36036036,2.339072,172.17229,258.68918,65.691826,85.502396
20.39039039,2.3390718,172.1723,259.0962,65.69182,85.5024
20.42042042,2.3390715,172.17232,259.50317,65.69182,85.50241
20.45045045,2.3390713,172.17233,259.91016,65.69181,85.50242
20.48048048,2.3390713,172.17235,260.31714,65.69181,85.502426
20.51051051,2.339071,172.17236,260.7241,65.6918,85.50243
20.54054054,2.3390708,172.17238,261.13104,65.6918,85.50244
20.57057057,2.3390706,172.1724,261.538,65.691795,85.50245
20.6006006,2.3390703,172.17241,261.94492,65.691795,85.50246
20.63063063,2.3390703,172.17242,262.35184,65.691795,85.502464
20.66066066,2.33907,172.17244,262.75876,65.69179,85.50247
20.69069069,2.3390698,172.17245,263.16565,65.69179,85.50248
20.72072072,2.3390696,172.17247,263.57254,65.69178,85.50249
20.75075075,2.3390694,172.17249,263.97943,65.69178,85.502495
20.78078078,2.3390691,172.1725,264.3863,65.69177,85.5025
20.81081081,2.339069,172.17252,264.79315,65.69177,85.50251
20.84084084,2.3390687,172.17253,265.2,65.69177,85.50252
20.87087087,2.3390687,172.17255,265.60684,65.691765,85.502525
20.9009009,2.3390684,172.17256,266.01367,65.69176,85.50253
20.93093093,2.3390682,172.17258,266.4205,65.69176,85.50254
20.96096096,2.339068,172.17259,266.82733,65.69176,85.50255
20.99099099,2.3390677,172.1726,267.23413,65.69175,85.502556
21.02102102,2.3390675,172.17262,267.64093,65.69175,85.50256
21.05105105,2.3390672,172.17264,268.04773,65.69175,85.50257
21.08108108,2.339067,172.17265,268.4545,65.69174,85.50258
21.11111111,2.339067,172.17265,268.86127,65.69174,85.50259
21.14114114,2.3390667,172.17265,269.26804,65.691734,85.502594
21.17117117,2.3390665,172.17267,269.67477,65.691734,85.5026
21.2012012,2.3390663,172.17267,270.0815,65.691734,85.50261
21.23123123,2.339066,172.17267,270.48825,65.691734,85.50262
21.26126126,2.3390658,172.17267,270.89496,65.691734,85.502625
21.29129129,2.3390656,172.17267,271.30167,65.691734,85.50263
21.32132132,2.3390653,172.17267,271.70837,65.691734,85.50264
21.35135135,2.3390653,172.17267,272.11505,65.691734,85.50265
21.38138138,2.339065,172.17267,272.52173,65.691734,85.502655
21.41141141,2.3390648,172.17267,272.9284,65.691734,85.50266
21.44144144,2.3390646,172.17267,273.33505,65.691734,85.50267
21.47147147,2.3390644,172.17267,273.7417,65.691734,85.50268
21.5015015,2.3390641,172.17267,274.14835,65.691734,85.502686
21.53153153,2.339064,172.17267,274.55496,65.691734,85.502686
21.56156156,2.3390641,172.17267,274.96158,65.691734,85.502686
21.59159159,2.339064,172.17267,275.3682,65.691734,85.502686
21.62162162,2.3390641,172.17267,275.77478,65.691734,85.502686
21.65165165,2.339064,172.17267,276.18137,65.691734,85.502686
21.68168168,2.3390641,172.17267,276.58795,65.691734,85.502686
21.71171171,2.339064,172.17267,276.99454,65.691734,85.502686
21.74174174,2.3390641,172.17267,277.4011,65.691734,85.502686
21.77177177,2.339064,172.17267,277.80765,65.691734,85.502686
21.8018018,2.3390641,172.17267,278.2142,65.691734,85.502686
21.83183183,2.339064,172.17267,278.62073,65.691734,85.502686
21.86186186,2.3390641,172.17267,279.02725,65.691734,85.502686
21.89189189,2.339064,172.17267,279.43378,65.691734,85.502686
21.92192192,2.3390641,172.17267,279.84027,65.691734,85.502686
21.95195195,2.339064,172.17267,280.24677,65.691734,85.502686
21.98198198,2.3390641,172.17267,280.65326,65.691734,85.502686
22.01201201,2.339064,172.17267,281.05972,65.691734,85.502686
22.04204204,2.3390641,172.17267,281.4662,65.691734,85.502686
22.07207207,2.339064,172.17267,281.87265,65.691734,85.502686
22.1021021,2.3390641,172.17267,282.27908,65.691734,85.502686
22.13213213,2.339064,172.17267,282.68552,65.691734,85.502686
22.16216216,2.3390641,172.17267,283.09195,65.691734,85.502686
22.19219219,2.339064,172.17267,283.49835,65.691734,85.502686
22.22222222,2.3390641,172.17267,283.90475,65.691734,85.502686
22.25225225,2.339064,172.17267,284.31116,65.691734,85.502686
22.28228228,2.3390641,172.17267,284.71753,65.691734,85.502686
22.31231231,2.339064,172.17267,285.1239,65.691734,85.502686
22.34234234,2.3390641,172.17267,285.53027,65.691734,85.502686
22.37237237,2.339064,172.17267,285.93665,65.691734,85.502686
22.4024024,2.3390641,172.17267,286.343,65.691734,85.502686
22.43243243,2.339064,172.17267,286.74933,65.691734,85.502686
22.46246246,2.3390641,172.17267,287.15567,65.691734,85.502686
22.49249249,2.339064,172.17267,287.56198,65.691734,85.502686
22.52252252,2.3390641,172.17267,287.9683,65.691734,85.502686
22.55255255,2.339064,172.17267,288.3746,65.691734,85.502686
22.58258258,2.3390641,172.17267,288.78088,65.691734,85.502686
22.61261261,2.339064,172.17267,289.18716,65.691734,85.502686
22.64264264,2.3390641,172.17267,289.59344,65.691734,85.502686
22.67267267,2.339064,172.17267,289.9997,65.691734,85.502686
22.7027027,2.3390641,172.17267,290.40594,65.691734,85.502686
22.73273273,2.339064,172.17267,290.8122,65.691734,85.502686
22.76276276,2.3390641,172.17267,291.2184,65.691734,85.502686
22.79279279,2.339064,172.17267,291.62463,65.691734,85.502686
22.82282282,2.3390641,172.17267,292.03085,65.691734,85.502686
22.85285285,2.339064,172.17267,292.43704,65.691734,85.502686
22.88288288,2.3390641,172.17267,292.84323,65.691734,85.502686
22.91291291,2.339064,172.17267,293.24942,65.691734,85.502686
22.94294294,2.3390641,172.17267,293.65558,65.691734,85.502686
22.97297297,2.339064,172.17267,294.06174,65.691734,85.502686
23.003003,2.3390641,172.17267,294.4679,65.691734,85.502686
23.03303303,2.339064,172.17267,294.87402,65.691734,85.502686
23.06306306,2.3390641,172.17267,295.28015,65.691734,85.502686
23.09309309,2.339064,172.17267,295.68628,65.691734,85.502686
23.12312312,2.3390641,172.17267,296.0924,65.691734,85.502686
23.15315315,2.339064,172.17267,296.4985,65.691734,85.502686
23.18318318,2.3390641,172.17267,296.9046,65.691734,85.502686
23.21321321,2.339064,172.17267,297.3107,65.691734,85.502686
23.24324324,2.3390641,172.17267,297.71677,65.691734,85.502686
23.27327327,2.339064,172.17267,298.12283,65.691734,85.502686
23.3033033,2.3390641,172.17267,298.5289,65.691734,85.502686
23.33333333,2.339064,172.17267,298.93494,65.691734,85.502686
23.36336336,2.3390641,172.17267,299.34097,65.691734,85.502686
23.39339339,2.339064,172.17267,299.747,65.691734,85.502686
23.42342342,2.3390641,172.17267,300.153,65.691734,85.502686
23.45345345,2.339064,172.17267,300.55902,65.691734,85.502686
23.48348348,2.3390641,172.17267,300.96503,65.691734,85.502686
23.51351351,2.339064,172.17267,301.371,65.691734,85.502686
23.54354354,2.3390641,172.17267,301.77698,65.691734,85.502686
23.57357357,2.339064,172.17267,302.18295,65.691734,85.502686
23.6036036,2.3390641,172.17267,302.5889,65.691734,85.502686
23.63363363,2.339064,172.17267,302.99484,65.691734,85.502686
23.66366366,2.3390641,172.17267,303.4008,65.691734,85.502686
23.69369369,2.339064,172.17267,303.8067,65.691734,85.502686
23.72372372,2.3390641,172.17267,304.21262,65.691734,85.502686
23.75375375,2.339064,172.17267,304.61853,65.691734,85.502686
23.78378378,2.3390641,172.17267,305.0244,65.691734,85.502686
23.81381381,2.339064,172.17267,305.4303,65.691734,85.502686
23.84384384,2.3390641,172.17267,305.83618,65.691734,85.502686
23.87387387,2.339064,172.17267,306.24207,65.691734,85.502686
23.9039039,2.3390641,172.17267,306.64792,65.691734,85.502686
23.93393393,2.339064,172.17267,307.05377,65.691734,85.502686
23.96396396,2.3390641,172.17267,307.45963,65.691734,85.502686
23.99399399,2.339064,172.17267,307.86545,65.691734,85.502686
24.02402402,2.3390641,172.17267,308.27127,65.691734,85.502686
24.05405405,2.339064,172.17267,308.6771,65.691734,85.502686
24.08408408,2.3390641,172.17267,309.0829,65.691734,85.502686
24.11411411,2.339064,172.17267,309.48868,65.691734,85.502686
24.14414414,2.3390641,172.17267,309.89447,65.691734,85.502686
24.17417417,2.339064,172.17267,310.30023,65.691734,85.502686
24.2042042,2.3390641,172.17267,310.706,65.691734,85.502686
24.23423423,2.339064,172.17267,311.11176,65.691734,85.502686
24.26426426,2.3390641,172.17267,311.5175,65.691734,85.502686
24.29429429,2.339064,172.17267,311.92322,65.691734,85.502686
24.32432432,2.3390641,172.17267,312.32895,65.691734,85.502686
24.35435435,2.339064,172.17267,312.73465,65.691734,85.502686
24.38438438,2.3390641,172.17267,313.14035,65.691734,85.502686
24.41441441,2.339064,172.17267,313.54605,65.691734,85.502686
24.44444444,2.3390641,172.17267,313.95172,65.691734,85.502686
24.47447447,2.339064,172.17267,314.3574,65.691734,85.502686
24.5045045,2.3390641,172.17267,314.76306,65.691734,85.502686
24.53453453,2.339064,172.17267,315.16873,65.691734,85.502686
24.56456456,2.3390641,172.17267,315.57437,65.691734,85.502686
24.59459459,2.339064,172.17267,315.98,65.691734,85.502686
24.62462462,2.3390641,172.17267,316.38565,65.691734,85.502686
24.65465465,2.339064,172.17267,316.79126,65.691734,85.502686
24.68468468,2.3390641,172.17267,317.19687,65.691734,85.502686
24.71471471,2.339064,172.17267,317.60248,65.691734,85.502686
24.74474474,2.3390641,172.17267,318.00806,65.691734,85.502686
24.77477477,2.339064,172.17267,318.41364,65.691734,85.502686
24.8048048,2.3390641,172.17267,318.8192,65.691734,85.502686
24.83483483,2.339064,172.17267,319.22476,65.691734,85.502686
24.86486486,2.3390641,172.17267,319.6303,65.691734,85.502686
24.89489489,2.339064,172.17267,320.03586,65.691734,85.502686
24.92492492,2.3390641,172.17267,320.44138,65.691734,85.502686
24.95495495,2.339064,172.17267,320.8469,65.691734,85.502686
24.98498498,2.3390641,172.17267,321.2524,65.691734,85.502686
25.01501502,2.339064,172.17267,321.6579,65.691734,85.502686
25.04504505,2.3390641,172.17267,322.0634,65.691734,85.502686
25.07507508,2.339064,172.17267,322.46887,65.691734,85.502686
25.10510511,2.3390641,172.17267,322.87433,65.691734,85.502686
25.13513514,2.339064,172.17267,323.2798,65.691734,85.502686
25.16516517,2.3390641,172.17267,323.68524,65.691734,85.502686
25.1951952,2.339064,172.17267,324.09067,65.691734,85.502686
25.22522523,2.3390641,172.17267,324.4961,65.691734,85.502686
25.25525526,2.339064,172.17267,324.90152,65.691734,85.502686
25.28528529,2.3390641,172.17267,325.30695,65.691734,85.502686
25.31531532,2.339064,172.17267,325.71234,65.691734,85.502686
25.34534535,2.3390641,172.17267,326.11774,65.691734,85.502686
25.37537538,2.339064,172.17267,326.52313,65.691734,85.502686
25.40540541,2.3390641,172.17267,326.9285,65.691734,85.502686
25.43543544,2.339064,172.17267,327.33386,65.691734,85.502686
25.46546547,2.3390641,172.17267,327.73923,65.691734,85.502686
25.4954955,2.339064,172.17267,328.14456,65.691734,85.502686
25.52552553,2.3390641,172.17267,328.5499,65.691734,85.502686
25.55555556,2.339064,172.17267,328.95523,65.691734,85.502686
25.58558559,2.3390641,172.17267,329.36053,65.691734,85.502686
25.61561562,2.339064,172.17267,329.76584,65.691734,85.502686
25.64564565,2.3390641,172.17267,330.17114,65.691734,85.502686
25.67567568,2.339064,172.17267,330.57642,65.691734,85.502686
25.70570571,2.3390641,172.17267,330.9817,65.691734,85.502686
25.73573574,2.339064,172.17267,331.38696,65.691734,85.502686
25.76576577,2.3390641,172.17267,331.7922,65.691734,85.502686
25.7957958,2.339064,172.17267,332.19745,65.691734,85.502686
25.82582583,2.3390641,172.17267,332.6027,65.691734,85.502686
25.85585586,2.339064,172.17267,333.0079,65.691734,85.502686
25.88588589,2.3390641,172.17267,333.41312,65.691734,85.502686
25.91591592,2.339064,172.17267,333.81833,65.691734,85.502686
25.94594595,2.3390641,172.17267,334.22354,65.691734,85.502686
25.97597598,2.339064,172.17267,334.62872,65.691734,85.502686
26.00600601,2.3390641,172.17267,335.0339,65.691734,85.502686
26.03603604,2.339064,172.17267,335.4391,65.691734,85.502686
26.06606607,2.3390641,172.17267,335.84424,65.691734,85.502686
26.0960961,2.339064,172.17267,336.2494,65.691734,85.502686
26.12612613,2.3390641,172.17267,336.65454,65.691734,85.502686
26.15615616,2.339064,172.17267,337.05966,65.691734,85.502686
26.18618619,2.3390641,172.17267,337.46478,65.691734,85.502686
26.21621622,2.339064,172.17267,337.8699,65.691734,85.502686
26.24624625,2.3390641,172.17267,338.275,65.691734,85.502686
26.27627628,2.339064,172.17267,338.68008,65.691734,85.502686
